Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
EXP160_trimmed_clipped_R1_paired	EXP160_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50182481.0	0.0	1-150	45.0	74.66923008327423	144.63710397259953	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
EXP160_trimmed_clipped_R2_paired	EXP160_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50182481.0	0.0	1-150	45.0	74.30293956763505	142.02563251107492	pass	pass	pass	pass	warn	fail	pass	warn	pass	warn	pass
MHW001_trimmed_clipped_R1_paired	MHW001_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11687425.0	0.0	1-150	43.0	77.08345773264203	115.79822381747904	pass	pass	warn	pass	pass	fail	pass	warn	pass	warn	pass
MHW001_trimmed_clipped_R2_paired	MHW001_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11687425.0	0.0	1-150	43.0	76.11893227285793	114.31376381024904	pass	pass	fail	pass	pass	fail	pass	warn	pass	warn	pass
MHW002_trimmed_clipped_R1_paired	MHW002_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15239057.0	0.0	1-150	42.0	80.20140955750408	116.79370587038292	pass	pass	warn	pass	pass	fail	pass	warn	pass	warn	pass
MHW002_trimmed_clipped_R2_paired	MHW002_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15239057.0	0.0	1-150	42.0	79.58035738371873	115.56387216085615	pass	pass	fail	pass	pass	fail	pass	warn	pass	warn	pass
MHW003_trimmed_clipped_R1_paired	MHW003_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34236460.0	0.0	1-150	45.0	84.72446003329512	143.44843503095822	pass	pass	warn	pass	warn	pass	pass	warn	pass	warn	pass
MHW003_trimmed_clipped_R2_paired	MHW003_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34236460.0	0.0	1-150	45.0	83.7912536164031	141.04755871372217	pass	pass	fail	pass	warn	warn	pass	warn	pass	warn	pass
MHW004_trimmed_clipped_R1_paired	MHW004_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32752661.0	0.0	1-150	42.0	80.7670076701323	139.13169082658658	pass	pass	warn	pass	warn	fail	pass	warn	pass	warn	pass
MHW004_trimmed_clipped_R2_paired	MHW004_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32752661.0	0.0	1-150	42.0	80.09245561750838	137.04295779204017	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW005_trimmed_clipped_R1_paired	MHW005_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16244614.0	0.0	1-150	44.0	77.8975199011623	129.85182479559072	pass	pass	warn	pass	warn	fail	pass	warn	pass	warn	pass
MHW005_trimmed_clipped_R2_paired	MHW005_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16244614.0	0.0	1-150	44.0	77.15550258200963	127.83280987778473	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW006_trimmed_clipped_R1_paired	MHW006_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14393547.0	0.0	1-150	43.0	77.76904267103937	116.36259714162186	pass	pass	warn	pass	pass	fail	pass	warn	pass	warn	pass
MHW006_trimmed_clipped_R2_paired	MHW006_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14393547.0	0.0	1-150	43.0	75.62900083389722	113.9266349010428	pass	pass	fail	pass	pass	fail	pass	warn	pass	warn	pass
MHW007_trimmed_clipped_R1_paired	MHW007_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27783806.0	0.0	1-150	45.0	83.37299100655675	140.52636003145142	pass	pass	warn	pass	warn	warn	pass	warn	pass	warn	pass
MHW007_trimmed_clipped_R2_paired	MHW007_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27783806.0	0.0	1-150	45.0	82.15472281756458	137.09472705071437	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW008_trimmed_clipped_R1_paired	MHW008_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27631230.0	0.0	1-150	45.0	83.68090205574711	139.9536022464436	pass	pass	warn	pass	warn	warn	pass	warn	pass	warn	pass
MHW008_trimmed_clipped_R2_paired	MHW008_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27631230.0	0.0	1-150	46.0	81.16407441656384	134.4893675019172	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW009_trimmed_clipped_R1_paired	MHW009_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40444441.0	0.0	1-150	45.0	83.10337765666246	142.17340716861435	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
MHW009_trimmed_clipped_R2_paired	MHW009_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40444441.0	0.0	1-150	45.0	82.58140765975753	140.05713202959092	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW010_trimmed_clipped_R1_paired	MHW010_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44224854.0	0.0	1-150	45.0	82.20214851006898	141.79398778795291	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
MHW010_trimmed_clipped_R2_paired	MHW010_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44224854.0	0.0	1-150	44.0	81.68323095766559	139.45087377789875	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW011_trimmed_clipped_R1_paired	MHW011_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40629015.0	0.0	1-150	45.0	82.46134342716199	140.67973355987095	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
MHW011_trimmed_clipped_R2_paired	MHW011_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40629015.0	0.0	1-150	45.0	81.91355560686009	138.56514458940242	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW012_trimmed_clipped_R1_paired	MHW012_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48553195.0	0.0	1-150	44.0	79.33145134356234	138.80273526798803	pass	pass	warn	pass	warn	fail	pass	warn	pass	warn	pass
MHW012_trimmed_clipped_R2_paired	MHW012_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48553195.0	0.0	1-150	44.0	78.70276834028971	136.55972370098405	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW013_trimmed_clipped_R1_paired	MHW013_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46035956.0	0.0	1-150	44.0	81.60723021087256	142.95902450684417	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
MHW013_trimmed_clipped_R2_paired	MHW013_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46035956.0	0.0	1-150	44.0	80.97685477770035	140.39532977223283	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW014_trimmed_clipped_R1_paired	MHW014_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39693257.0	0.0	1-150	44.0	81.11643253888649	139.7706923621813	pass	pass	warn	pass	fail	warn	pass	warn	pass	pass	pass
MHW014_trimmed_clipped_R2_paired	MHW014_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39693257.0	0.0	1-150	44.0	80.19629531140512	137.29343407118242	pass	pass	fail	pass	fail	fail	pass	warn	pass	warn	pass
MHW015_trimmed_clipped_R1_paired	MHW015_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37080880.0	0.0	1-150	45.0	87.44835447081162	139.8962336654362	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
MHW015_trimmed_clipped_R2_paired	MHW015_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37080880.0	0.0	1-150	45.0	86.8927431760078	137.44069949256868	pass	pass	fail	pass	warn	warn	pass	warn	pass	pass	pass
MHW016_trimmed_clipped_R1_paired	MHW016_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45237364.0	0.0	1-150	45.0	81.93472539655389	142.0278693294331	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
MHW016_trimmed_clipped_R2_paired	MHW016_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45237364.0	0.0	1-150	45.0	80.7754799710188	138.71169562399788	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW017_trimmed_clipped_R1_paired	MHW017_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42825199.0	0.0	1-150	42.0	78.59379488547626	138.85124459083073	pass	pass	warn	pass	fail	fail	pass	warn	pass	warn	pass
MHW017_trimmed_clipped_R2_paired	MHW017_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42825199.0	0.0	1-150	42.0	77.23457433333688	135.87127861332297	pass	pass	fail	pass	fail	fail	pass	warn	pass	warn	pass
MHW018_trimmed_clipped_R1_paired	MHW018_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37062853.0	0.0	1-150	44.0	59.667154521994405	108.48814520565915	pass	pass	warn	pass	warn	fail	pass	warn	warn	fail	pass
MHW018_trimmed_clipped_R2_paired	MHW018_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37062853.0	0.0	1-150	45.0	58.35745123500058	107.20137408202224	pass	pass	fail	pass	warn	fail	pass	warn	warn	fail	pass
MHW019_trimmed_clipped_R1_paired	MHW019_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30085070.0	0.0	1-150	41.0	72.80261135775147	104.80744771409871	pass	pass	warn	pass	pass	fail	pass	warn	pass	warn	pass
MHW019_trimmed_clipped_R2_paired	MHW019_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30085070.0	0.0	1-150	42.0	72.29240963142817	103.28640721128454	pass	pass	fail	pass	pass	fail	pass	warn	pass	warn	pass
MHW020_trimmed_clipped_R1_paired	MHW020_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31236323.0	0.0	1-150	46.0	67.28579622469034	108.46085001746204	pass	pass	warn	pass	pass	fail	pass	warn	warn	fail	pass
MHW020_trimmed_clipped_R2_paired	MHW020_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31236323.0	0.0	1-150	46.0	66.84720249365822	107.08503148722082	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW021_trimmed_clipped_R1_paired	MHW021_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31543264.0	0.0	1-150	44.0	73.05402303465058	104.75504646570501	pass	pass	warn	pass	pass	fail	pass	warn	pass	warn	pass
MHW021_trimmed_clipped_R2_paired	MHW021_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31543264.0	0.0	1-150	44.0	72.21063175177943	103.36011025999085	pass	pass	fail	pass	pass	fail	pass	warn	pass	warn	pass
MHW022_trimmed_clipped_R1_paired	MHW022_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27154577.0	0.0	1-150	44.0	66.68736537617387	111.25859437987195	pass	pass	warn	pass	pass	fail	pass	warn	warn	fail	pass
MHW022_trimmed_clipped_R2_paired	MHW022_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27154577.0	0.0	1-150	44.0	65.683757273927	109.37301059780825	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW023_trimmed_clipped_R1_paired	MHW023_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26068073.0	0.0	1-150	44.0	78.5919524465005	104.21174725880198	pass	pass	warn	pass	pass	fail	pass	warn	pass	warn	pass
MHW023_trimmed_clipped_R2_paired	MHW023_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26068073.0	0.0	1-150	44.0	77.18122621862933	102.46083072576941	pass	pass	fail	pass	pass	fail	pass	warn	pass	warn	pass
MHW024_trimmed_clipped_R1_paired	MHW024_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53080668.0	0.0	1-150	46.0	56.44979594417116	111.15514678526652	pass	pass	warn	pass	warn	fail	pass	warn	warn	fail	pass
MHW024_trimmed_clipped_R2_paired	MHW024_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53080668.0	0.0	1-150	46.0	55.55293303727401	110.15052798506605	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW025_trimmed_clipped_R1_paired	MHW025_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52972105.0	0.0	1-150	46.0	61.22772119888463	112.9798008970948	pass	pass	warn	pass	pass	fail	pass	warn	warn	fail	pass
MHW025_trimmed_clipped_R2_paired	MHW025_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52972105.0	0.0	1-150	46.0	60.68819388712817	111.57569122465493	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW026_trimmed_clipped_R1_paired	MHW026_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41223739.0	0.0	1-150	44.0	66.03794610051197	110.52720712694207	pass	pass	warn	pass	pass	fail	pass	warn	warn	fail	pass
MHW026_trimmed_clipped_R2_paired	MHW026_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41223739.0	0.0	1-150	44.0	65.42604258275746	108.6376744234675	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW027_trimmed_clipped_R1_paired	MHW027_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57436421.0	0.0	1-150	44.0	65.23397142558981	113.39965777115535	pass	pass	warn	pass	pass	fail	pass	warn	warn	fail	pass
MHW027_trimmed_clipped_R2_paired	MHW027_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57436421.0	0.0	1-150	44.0	64.60332219483281	112.34023758200394	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW028_trimmed_clipped_R1_paired	MHW028_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37283598.0	0.0	1-150	45.0	63.36492041990823	113.98332786980484	pass	pass	warn	pass	pass	fail	pass	warn	warn	fail	pass
MHW028_trimmed_clipped_R2_paired	MHW028_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37283598.0	0.0	1-150	45.0	62.47286922992159	112.7581049983427	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW029_trimmed_clipped_R1_paired	MHW029_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47789854.0	0.0	1-150	44.0	64.28371883972824	114.72170346032026	pass	pass	warn	pass	pass	fail	pass	warn	warn	fail	pass
MHW029_trimmed_clipped_R2_paired	MHW029_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47789854.0	0.0	1-150	44.0	63.541147082331115	114.49563867677855	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW030_trimmed_clipped_R1_paired	MHW030_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22634789.0	0.0	1-150	46.0	66.58333420890679	115.60268779178811	pass	pass	warn	pass	pass	fail	pass	warn	warn	fail	pass
MHW030_trimmed_clipped_R2_paired	MHW030_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22634789.0	0.0	1-150	46.0	65.82706699914775	114.16224211323552	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW031_trimmed_clipped_R1_paired	MHW031_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46298858.0	0.0	1-150	46.0	57.41849846976657	110.40751115286687	pass	pass	warn	pass	warn	fail	pass	warn	warn	fail	pass
MHW031_trimmed_clipped_R2_paired	MHW031_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46298858.0	0.0	1-150	46.0	56.607526263981015	108.83023784301548	pass	pass	fail	pass	pass	fail	pass	warn	warn	fail	pass
MHW032_trimmed_clipped_R1_paired	MHW032_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43237754.0	0.0	1-150	45.0	83.09578044623301	143.90360743529834	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
MHW032_trimmed_clipped_R2_paired	MHW032_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43237754.0	0.0	1-150	45.0	82.4375810567065	140.92499536400527	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW033_trimmed_clipped_R1_paired	MHW033_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41819157.0	0.0	1-150	45.0	83.45805668444474	143.63513676279987	pass	pass	warn	pass	warn	warn	pass	warn	pass	warn	pass
MHW033_trimmed_clipped_R2_paired	MHW033_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41819157.0	0.0	1-150	45.0	82.68474773678278	140.78543297752273	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW034_trimmed_clipped_R1_paired	MHW034_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42294599.0	0.0	1-150	45.0	83.40294084293971	142.81240216983733	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
MHW034_trimmed_clipped_R2_paired	MHW034_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42294599.0	0.0	1-150	45.0	82.75241899388364	140.14242428448134	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW035_trimmed_clipped_R1_paired	MHW035_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46297872.0	0.0	1-150	45.0	82.9262685929419	143.55867865806013	pass	pass	warn	pass	warn	pass	pass	warn	pass	pass	pass
MHW035_trimmed_clipped_R2_paired	MHW035_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46297872.0	0.0	1-150	45.0	82.3675413539659	140.61296037537105	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW036_trimmed_clipped_R1_paired	MHW036_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41957743.0	0.0	1-150	45.0	84.31582726449203	143.95334250939095	pass	pass	warn	pass	pass	pass	pass	warn	pass	warn	pass
MHW036_trimmed_clipped_R2_paired	MHW036_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41957743.0	0.0	1-150	45.0	83.7832386875564	141.094240507646	pass	pass	fail	pass	pass	fail	pass	warn	pass	warn	pass
MHW037_trimmed_clipped_R1_paired	MHW037_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41129071.0	0.0	1-150	45.0	84.19564694099235	143.47933168731188	pass	pass	warn	pass	warn	warn	pass	warn	pass	warn	pass
MHW037_trimmed_clipped_R2_paired	MHW037_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41129071.0	0.0	1-150	45.0	83.60023269352189	140.80497364017776	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW038_trimmed_clipped_R1_paired	MHW038_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44150488.0	0.0	1-150	45.0	82.5782397583827	143.1191772784029	pass	pass	warn	pass	warn	warn	pass	warn	pass	pass	pass
MHW038_trimmed_clipped_R2_paired	MHW038_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44150488.0	0.0	1-150	45.0	81.99418399378128	140.21214426893764	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
MHW039_trimmed_clipped_R1_paired	MHW039_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58371156.0	0.0	1-150	45.0	75.84346948664498	144.41140780216858	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
MHW039_trimmed_clipped_R2_paired	MHW039_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58371156.0	0.0	1-150	44.0	75.27697928113025	142.05334057458106	pass	pass	pass	pass	warn	fail	pass	warn	pass	warn	pass
MHW040_trimmed_clipped_R1_paired	MHW040_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57211860.0	0.0	1-150	45.0	76.21887015317034	143.11448738076336	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
MHW040_trimmed_clipped_R2_paired	MHW040_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57211860.0	0.0	1-150	45.0	75.91540352326285	141.18020670888868	pass	pass	pass	pass	warn	warn	pass	warn	pass	warn	pass
MHW041_trimmed_clipped_R1_paired	MHW041_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50310772.0	0.0	1-150	45.0	76.70370780782342	143.52396739211238	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
MHW041_trimmed_clipped_R2_paired	MHW041_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50310772.0	0.0	1-150	45.0	76.25109520299556	141.62693484409263	pass	pass	pass	pass	warn	warn	pass	warn	pass	warn	pass
MHW042_trimmed_clipped_R1_paired	MHW042_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55614935.0	0.0	1-150	45.0	76.91943498800356	144.19948414935664	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
MHW042_trimmed_clipped_R2_paired	MHW042_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55614935.0	0.0	1-150	44.0	76.44665997859049	142.1042448040261	pass	pass	pass	pass	warn	fail	pass	warn	pass	warn	pass
MHW043_trimmed_clipped_R1_paired	MHW043_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55305456.0	0.0	1-150	45.0	77.00259730871477	144.13598468476602	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
MHW043_trimmed_clipped_R2_paired	MHW043_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55305456.0	0.0	1-150	44.0	76.59285109119352	142.04198450149295	pass	pass	pass	pass	warn	fail	pass	warn	pass	warn	pass
MHW044_trimmed_clipped_R1_paired	MHW044_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51214165.0	0.0	1-150	45.0	77.32811454863673	142.5300814530511	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
MHW044_trimmed_clipped_R2_paired	MHW044_trimmed_clipped_R2_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51214165.0	0.0	1-150	45.0	76.77139037946507	140.8499595961391	pass	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
MHW045_trimmed_clipped_R1_paired	MHW045_trimmed_clipped_R1_paired.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44997211.0	0.0	1-150	45.0	78.6861418820417	142.26716313595526	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
