Sample	2	7	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
EXP001_trimmed_clipped_R1_paired	47037.0	36493.0	27129.0	22602.0	48364.0	170171.0	140992.0	129134.0	124994.0	124428.0	132767.0	141317.0	147572.0	152723.0	159617.0	165801.0	174606.0	182061.0	192750.0	202080.0	211293.0	218547.0	226837.0	234891.0	255220.0	257142.0	274742.0	303125.0	325678.0	206039.0	50800500.0
EXP001_trimmed_clipped_R2_paired	351141.0	245538.0	145453.0	132416.0	146326.0	192080.0	142906.0	133469.0	136383.0	144115.0	161562.0	173623.0	185084.0	196494.0	210990.0	222039.0	234574.0	248504.0	257962.0	268063.0	277690.0	286671.0	302596.0	313971.0	327422.0	336069.0	351992.0	370462.0	387809.0	221825.0	48731423.0
EXP002_trimmed_clipped_R1_paired	45774.0	33854.0	22655.0	19306.0	40905.0	146637.0	122419.0	111980.0	108375.0	107592.0	116224.0	121644.0	126630.0	131408.0	136645.0	141391.0	148609.0	156564.0	164310.0	173840.0	182906.0	189286.0	194210.0	203855.0	222842.0	225756.0	240463.0	265822.0	286412.0	187472.0	43059194.0
EXP002_trimmed_clipped_R2_paired	275739.0	194326.0	117796.0	108133.0	122429.0	162558.0	119520.0	111316.0	114129.0	120802.0	135432.0	145781.0	156074.0	165521.0	176866.0	187190.0	197081.0	208448.0	217624.0	227514.0	235351.0	245604.0	257720.0	269010.0	281495.0	290075.0	304879.0	322407.0	337535.0	200405.0	41426220.0
EXP157_trimmed_clipped_R1_paired	36786.0	27303.0	22821.0	19816.0	43689.0	148952.0	127281.0	118718.0	116215.0	117391.0	129269.0	138935.0	146976.0	154426.0	164764.0	174775.0	189651.0	200372.0	222761.0	236663.0	267720.0	274567.0	305935.0	317826.0	385979.0	369286.0	422042.0	455118.0	536203.0	411564.0	37857520.0
EXP157_trimmed_clipped_R2_paired	187231.0	147087.0	105724.0	99226.0	113038.0	150740.0	116452.0	111529.0	115557.0	122358.0	142287.0	154773.0	167317.0	181154.0	195332.0	211299.0	228284.0	247434.0	270370.0	287719.0	314204.0	331477.0	367137.0	384511.0	425194.0	433409.0	482576.0	508824.0	587467.0	420953.0	36530661.0
EXP158_trimmed_clipped_R1_paired	48505.0	34324.0	29645.0	26143.0	56316.0	199657.0	161675.0	145746.0	135725.0	133264.0	140637.0	147568.0	153186.0	158793.0	166108.0	172904.0	183306.0	194540.0	208215.0	220605.0	236014.0	246689.0	260432.0	273749.0	307814.0	307119.0	332672.0	371666.0	404188.0	281121.0	51460947.0
EXP158_trimmed_clipped_R2_paired	284890.0	212257.0	142023.0	131089.0	148823.0	198324.0	143758.0	132120.0	134222.0	140603.0	156969.0	169147.0	180479.0	191428.0	206014.0	219013.0	233906.0	249392.0	264597.0	276319.0	293462.0	308348.0	328846.0	346486.0	368302.0	382400.0	405162.0	433912.0	463848.0	295311.0	49757823.0
EXP159_trimmed_clipped_R1_paired	45714.0	32756.0	25120.0	21787.0	47627.0	169349.0	138725.0	126813.0	121132.0	119294.0	126071.0	132274.0	137618.0	142642.0	147529.0	153480.0	162129.0	169544.0	180221.0	188283.0	200600.0	207408.0	216510.0	223677.0	248753.0	248282.0	272379.0	300569.0	338120.0	223977.0	46901880.0
EXP159_trimmed_clipped_R2_paired	255029.0	190025.0	124842.0	115415.0	131918.0	175347.0	128685.0	119851.0	121961.0	128277.0	143297.0	154287.0	164105.0	174681.0	185077.0	197087.0	208209.0	220324.0	232133.0	239699.0	252960.0	263226.0	279159.0	290184.0	307960.0	314245.0	336563.0	355850.0	390663.0	236710.0	45332494.0
EXP160_trimmed_clipped_R1_paired	40770.0	31533.0	26090.0	22161.0	47657.0	168235.0	136000.0	122969.0	116636.0	114370.0	121465.0	127223.0	132763.0	137882.0	144265.0	150076.0	158675.0	165628.0	179040.0	186938.0	200597.0	208080.0	219264.0	229417.0	259049.0	258783.0	282713.0	312899.0	346895.0	238598.0	45295810.0
EXP160_trimmed_clipped_R2_paired	256496.0	188966.0	124313.0	113586.0	128377.0	170290.0	124560.0	115033.0	117092.0	123479.0	138647.0	148699.0	158710.0	169317.0	181121.0	193085.0	203868.0	216878.0	229498.0	239863.0	253152.0	265472.0	282483.0	295007.0	313883.0	324065.0	347462.0	369436.0	399086.0	250661.0	43739896.0
MHW001_trimmed_clipped_R1_paired	11684.0	9595.0	8382.0	6991.0	15404.0	50206.0	41062.0	34976.0	38697.0	43457.0	159595.0	218317.0	253634.0	284427.0	315291.0	351179.0	391124.0	425488.0	459655.0	482654.0	506680.0	521134.0	532504.0	538606.0	592067.0	492282.0	468206.0	438420.0	416278.0	367978.0	3211452.0
MHW001_trimmed_clipped_R2_paired	56068.0	46002.0	28409.0	22996.0	27172.0	39181.0	27642.0	24191.0	24071.0	27457.0	171816.0	208815.0	250261.0	289603.0	331464.0	367712.0	407958.0	443134.0	477851.0	500062.0	526656.0	535289.0	540655.0	534879.0	519465.0	486255.0	463633.0	435703.0	411601.0	362792.0	3098632.0
MHW002_trimmed_clipped_R1_paired	18716.0	21274.0	16845.0	11731.0	31928.0	119367.0	85064.0	65270.0	74144.0	65159.0	210194.0	281982.0	324247.0	358629.0	390559.0	426238.0	467507.0	503059.0	534576.0	561004.0	586686.0	601292.0	617776.0	626606.0	697901.0	590196.0	570744.0	551915.0	536655.0	494469.0	4797324.0
MHW002_trimmed_clipped_R2_paired	99528.0	91358.0	43600.0	35583.0	41899.0	57355.0	41303.0	34603.0	32321.0	35582.0	235099.0	280984.0	329225.0	370823.0	414404.0	450539.0	490851.0	525934.0	557832.0	582057.0	608313.0	618478.0	627661.0	624094.0	612458.0	587321.0	569152.0	550186.0	532748.0	489294.0	4668472.0
MHW003_trimmed_clipped_R1_paired	30893.0	25122.0	21384.0	19211.0	44754.0	145194.0	108463.0	90356.0	86211.0	89140.0	102611.0	100630.0	103970.0	103157.0	101535.0	106975.0	116257.0	126831.0	137783.0	148704.0	164264.0	180130.0	204051.0	226947.0	283902.0	287877.0	328781.0	374844.0	432854.0	407408.0	29536221.0
