Sample	Top over-represented sequence	Sum of remaining over-represented sequences
EXP001_R1_001	0.12605420643499757	0.0
EXP001_R2_001	0.6815659398139515	0.15149147865510482
EXP002_R1_001	0.1207440546620865	0.0
EXP002_R2_001	0.6037910506470964	0.14900919222741604
EXP157_R1_001	0.1193579325799065	0.1184796731113766
EXP157_R2_001	0.37025712090418583	0.25836327071283427
EXP158_R1_001	0.0	0.0
EXP158_R2_001	0.4932896765719289	0.12618523088531275
EXP159_R1_001	0.1075888481929771	0.0
EXP159_R2_001	0.43038217996512723	0.1349136986472525
EXP160_R1_001	0.0	0.0
EXP160_R2_001	0.4606387243482828	0.11719233145974361
MHW001_R1_001	50.382901386391396	7.487268306388884
MHW001_R2_001	50.969195147338176	4.515250049024189
MHW002_R1_001	37.396839313947325	13.665768042388166
MHW002_R2_001	40.88702204207462	9.609907190740543
MHW003_R1_001	2.1807879660831335	0.14231507775750085
MHW003_R2_001	2.9131315698323914	0.18896205460705762
MHW004_R1_001	3.029407178193053	0.3681636326711173
MHW004_R2_001	4.082713910461362	0.42108781886054114
MHW005_R1_001	37.24500749627603	4.567015629566676
MHW005_R2_001	39.62266255258035	1.7888022359268945
MHW006_R1_001	35.09380287542756	13.606814254866784
MHW006_R2_001	42.27870764406511	8.74287167048682
MHW007_R1_001	3.488694902052135	0.6059845504999801
MHW007_R2_001	5.811044761978472	0.4812204111485201
MHW008_R1_001	5.313897497120689	0.35821262097972095
MHW008_R2_001	9.948584728931637	0.6859854849329636
MHW009_R1_001	0.26098326420782636	0.10186737924789735
MHW009_R2_001	0.9404487350556635	0.1342596423187169
MHW010_R1_001	0.13785078342879833	0.0
MHW010_R2_001	0.8229391728424813	0.0
MHW011_R1_001	0.16763503239421343	0.1118459700667068
MHW011_R2_001	0.8941186576890997	0.14026895298866615
MHW012_R1_001	0.48280925794222307	0.15023212537416275
MHW012_R2_001	1.5404943019735322	0.18890918744628737
MHW013_R1_001	0.1843589180253242	0.0
MHW013_R2_001	1.1177435936652973	0.0
MHW014_R1_001	0.3260550793091287	0.11153721294982932
MHW014_R2_001	1.9485531135406262	0.13979041737407227
MHW015_R1_001	0.11159847331933417	0.0
MHW015_R2_001	0.7765550361689313	0.0
MHW016_R1_001	0.6116203733506559	0.10506314078978574
MHW016_R2_001	2.79712126527449	0.13187156585347992
MHW017_R1_001	0.5145133979489808	0.33645469228291314
MHW017_R2_001	2.8725211547297436	0.25405885528584893
MHW018_R1_001	20.463670651211807	4.859907835349272
MHW018_R2_001	21.399637609677992	4.595438536599374
MHW019_R1_001	8.618976977392299	2.2887775252130194
MHW019_R2_001	9.668432148092272	1.7511453806061024
MHW020_R1_001	18.570826110990946	6.412591598685825
MHW020_R2_001	19.523528285585062	6.092299594641126
MHW021_R1_001	13.10805270516158	4.186701415582984
MHW021_R2_001	14.757127040336249	3.3664718471443518
MHW022_R1_001	15.688627300253492	4.011547758738084
MHW022_R2_001	17.387193153404688	3.1315280881014047
MHW023_R1_001	10.826565424196048	3.4673436480400124
MHW023_R2_001	13.225377893850704	2.830291400279597
MHW024_R1_001	20.317189067638225	8.089986186127419
MHW024_R2_001	21.785808360294983	6.903021307856996
MHW025_R1_001	18.96882050669731	8.1266584063045
MHW025_R2_001	21.540726215573166	6.15144212246534
MHW026_R1_001	14.720915384776175	6.54461096257028
MHW026_R2_001	15.845583826598512	6.157282434943459
MHW027_R1_001	20.0973102199842	6.362517860007184
MHW027_R2_001	22.421554989676604	4.3010400325281495
MHW028_R1_001	32.20826062112557	7.166616253940795
MHW028_R2_001	35.39730677608815	4.228290661424516
MHW029_R1_001	24.46964665205809	10.357468114826816
MHW029_R2_001	29.212254886848626	6.971721491572794
MHW030_R1_001	35.57694606380625	12.940038852069883
MHW030_R2_001	42.76811863009116	6.075855210558352
MHW031_R1_001	21.310063724888625	9.117066756071658
MHW031_R2_001	25.07673446435648	6.546290513832282
MHW032_R1_001	0.13243793364124476	0.10046326595264221
MHW032_R2_001	0.9971368582310539	0.12138384072823316
MHW033_R1_001	0.3329762046677818	0.26793312026726873
MHW033_R2_001	1.1402521151702956	0.15593203324265126
MHW034_R1_001	0.13989890158778623	0.11495898601462196
MHW034_R2_001	0.8237242673821303	0.13830570545166598
MHW035_R1_001	0.19265525671977457	0.1164684065552638
MHW035_R2_001	0.9679474083117299	0.13433832235049814
MHW036_R1_001	0.23998768132785292	0.14822452085209642
MHW036_R2_001	1.0354968582169817	0.1776504846243374
MHW037_R1_001	0.24658059990994588	0.12168321267143975
MHW037_R2_001	1.0198971712116398	0.14407513652850268
MHW038_R1_001	0.26246759821167226	0.29377665679628323
MHW038_R2_001	1.3557174253777902	0.1389443214857602
MHW039_R1_001	0.10527026151718451	0.0
MHW039_R2_001	0.5330048436590191	0.1394615733548623
MHW040_R1_001	0.11362724850267293	0.0
MHW040_R2_001	0.3681802125008164	0.1506604420317738
MHW041_R1_001	0.0	0.0
MHW041_R2_001	0.39534181579011696	0.13136233751603044
MHW042_R1_001	0.12322005438651251	0.11133722411316971
MHW042_R2_001	0.47276752594631566	0.13848170291585604
MHW043_R1_001	0.11408074312080448	0.10564715518272526
MHW043_R2_001	0.4882639339312148	0.13944415030894552
MHW044_R1_001	0.10605974453151033	0.0
MHW044_R2_001	0.3634279850251018	0.12750935582770434
MHW045_R1_001	0.1550617116999333	0.0
